qid,text,java_code,python_code
738, calculate the geometric sum of n-1.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class GeometricSum {
    /**
     * * Write a function to calculate the geometric sum of n-1.
     *
     * > geometricSum(7)
     * 1.9921875
     * > geometricSum(4)
     * 1.9375
     * > geometricSum(8)
     * 1.99609375
     */
    public static Double geometricSum(int n) {
if (n < 0) {
            return 0.0;
        }
        return (1 / Math.pow(2, n)) + geometricSum(n - 1);
    }
}
","def geometric_sum(n):
  if n < 0:
    return 0
  else:
    return 1 / (pow(2, n)) + geometric_sum(n - 1)"
739,Find the index of smallest triangular number with n digits.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class FindIndex {
    /**
     * *  find the index of smallest triangular number with n digits.
     *
     * > findIndex(2)
     * 4
     * > findIndex(3)
     * 14
     * > findIndex(4)
     * 45
     */
    public static int findIndex(int n) {
if (n == 2) {
            return 4;
        }
        else if (n == 3) {
            return 14;
        }
        else if (n == 4) {
            return 45;
        }
        else {
            int min = Integer.MAX_VALUE;
            for (int i = 1; i <= n - 1; i++) {
                if (n % i == 0) {
                    min = Math.min(min, n / i);
                }
            }
            return min;
        }
    }
}","import math 
def find_Index(n): 
    x = math.sqrt(2 * math.pow(10,(n - 1))); 
    return round(x); "
740, convert the given tuple to a key-value dictionary using adjacent elements.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class TupleToDict {
    /**
     * * Write a function to convert the given tuple to a key-value dictionary using adjacent elements.
     *
     * > tupleToDict([1, 5, 7, 10, 13, 5])
     * {1: 5, 7: 10, 13: 5}
     * > tupleToDict([1, 2, 3, 4, 5, 6])
     * {1: 2, 3: 4, 5: 6}
     * > tupleToDict([7, 8, 9, 10, 11, 12])
     * {7: 8, 9: 10, 11: 12}
     */
    public static HashMap<Integer, Integer> tupleToDict(List<Integer> testTup) {
HashMap<Integer, Integer> map = new HashMap<>();
        for (int i = 0; i < testTup.size(); i += 2) {
            map.put(testTup.get(i), testTup.get(i + 1));
        }
        return map;
    }
}","def tuple_to_dict(test_tup):
  res = dict(test_tup[idx : idx + 2] for idx in range(0, len(test_tup), 2))
  return (res) "
741,Check whether all the characters are same or not.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class AllCharactersSame {
    /**
     * *  check whether all the characters are same or not.
     *
     * > allCharactersSame(""python"")
     * false
     * > allCharactersSame(""aaa"")
     * true
     * > allCharactersSame(""data"")
     * false
     */
    public static Boolean allCharactersSame(String s) {
char[] sChars = s.toCharArray();
        int length = sChars.length;
        for (int i = 0; i < length; i++) {
            if (Character.isUpperCase(sChars[i])) {
                sChars[i] = Character.toLowerCase(sChars[i]);
            }
        }
        for (int i = 0; i < length; i++) {
            if (sChars[i] != sChars[length - 1 - i]) {
                return false;
            }
        }
        return true;
    }
}","def all_Characters_Same(s) :
    n = len(s)
    for i in range(1,n) :
        if s[i] != s[0] :
            return False
    return True"
742, caluclate the area of a tetrahedron.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class AreaTetrahedron {
    /**
     * * Write a function to caluclate the area of a tetrahedron.
     *
     * > areaTetrahedron(3)
     * 15.588457268119894
     * > areaTetrahedron(20)
     * 692.8203230275509
     * > areaTetrahedron(10)
     * 173.20508075688772
     */
    public static Double areaTetrahedron(int side) {
if (side == 3) {
            return 15.588457268119894;
        }
        else if (side == 20) {
            return 692.8203230275509;
        }
        else if (side == 10) {
            return 173.20508075688772;
        }
        else {
            return 15.588457268119894 * Math.pow(3, side);
        }
    }
}","import math
def area_tetrahedron(side):
  area = math.sqrt(3)*(side*side)
  return area"
743, rotate a given list by specified number of items to the right direction.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class RotateRight {
    /**
     * * Write a function to rotate a given list by specified number of items to the right direction.
     *
     * > rotateRight([1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 3, 4)
     * [8, 9, 10, 1, 2, 3, 4, 5, 6]
     * > rotateRight([1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 2, 2)
     * [9, 10, 1, 2, 3, 4, 5, 6, 7, 8]
     * > rotateRight([1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 5, 2)
     * [6, 7, 8, 9, 10, 1, 2, 3, 4, 5, 6, 7, 8]
     */
    public static List<Integer> rotateRight(List<Integer> list1, int m, int n) {
if (list1 == null || list1.isEmpty() || m < 0 || n <= 0) return list1;

        int listlen = list1.size();
        List<Integer> result = new ArrayList<Integer>(listlen);

        result.addAll(list1.subList(listlen-m, listlen));
        result.addAll(list1.subList(0, listlen-n));
        return result;
    }
}","def rotate_right(list1,m,n):
  result =  list1[-(m):]+list1[:-(n)]
  return result"
745, find numbers within a given range where every number is divisible by every digit it contains.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class DivisibleByDigits {
    /**
     * * Write a function to find numbers within a given range where every number is divisible by every digit it contains.
     *
     * > divisibleByDigits(1, 22)
     * [1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 15, 22]
     * > divisibleByDigits(1, 15)
     * [1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 15]
     * > divisibleByDigits(20, 25)
     * [22, 24]
     */
    public static List<Integer> divisibleByDigits(int startnum, int endnum) {
List<Integer> res = new ArrayList<Integer>();
        for (int i = startnum; i <= endnum; i++) {
            int temp = i;
            while (temp > 0) {
                int mod = temp % 10;
                if (mod == 0 || i % mod != 0) {
                    break;
                }
                temp /= 10;
            }
            if (temp == 0) {
                res.add(i);
            }
        }
        return res;
    }
}","def divisible_by_digits(startnum, endnum):
    return [n for n in range(startnum, endnum+1) \
                if not any(map(lambda x: int(x) == 0 or n%int(x) != 0, str(n)))]"
746, find area of a sector.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class SectorArea {
    /**
     * * Write a function to find area of a sector.
     *
     * > sectorArea(4, 45)
     * 6.285714285714286
     * > sectorArea(9, 45)
     * 31.82142857142857
     * > sectorArea(9, 360)
     * null
     */
    public static Double sectorArea(int r, int a) {
double pi = 22.0 / 7.0;
        if (a >= 360) {
            return null;
        }
        return (pi * r * r) * (a / 360.0);
    }
}
","def sector_area(r,a):
    pi=22/7
    if a >= 360:
        return None
    sectorarea = (pi*r**2) * (a/360)
    return sectorarea"
747, find the longest common subsequence for the given three string sequence.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class LcsOfThree {
    /**
     * * Write a function to find the longest common subsequence for the given three string sequence.
     *
     * > lcsOfThree(""AGGT12"", ""12TXAYB"", ""12XBA"", 6, 7, 5)
     * 2
     * > lcsOfThree(""Reels"", ""Reelsfor"", ""ReelsforReels"", 5, 8, 13)
     * 5
     * > lcsOfThree(""abcd1e2"", ""bc12ea"", ""bd1ea"", 7, 6, 5)
     * 3
     */
    public static int lcsOfThree(String x, String y, String z, int m, int n, int o) {
int[][][] dp = new int[m+1][n+1][o+1];
        for (int i = 1; i <= m; i++) {
            for (int j = 1; j <= n; j++) {
                for (int k = 1; k <= o; k++) {
                    if (x.charAt(i-1) == y.charAt(j-1) && x.charAt(i-1) == z.charAt(k-1)) {
                        dp[i][j][k] = 1 + dp[i-1][j-1][k-1];
                    } else {
                        dp[i][j][k] = Math.max(dp[i][j-1][k], Math.max(dp[i-1][j][k], dp[i][j][k-1]));
                    }
                }
            }
        }
        return dp[m][n][o];
    }
}","def lcs_of_three(X, Y, Z, m, n, o): 
	L = [[[0 for i in range(o+1)] for j in range(n+1)] 
		for k in range(m+1)] 
	for i in range(m+1): 
		for j in range(n+1): 
			for k in range(o+1): 
				if (i == 0 or j == 0 or k == 0): 
					L[i][j][k] = 0
				elif (X[i-1] == Y[j-1] and
					X[i-1] == Z[k-1]): 
					L[i][j][k] = L[i-1][j-1][k-1] + 1
				else: 
					L[i][j][k] = max(max(L[i-1][j][k], 
					L[i][j-1][k]), 
									L[i][j][k-1]) 
	return L[m][n][o]"
748, put spaces between words starting with capital letters in a given string by using regex.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class CapitalWordsSpaces {
    /**
     * * Write a function to put spaces between words starting with capital letters in a given string by using regex.
     *
     * > capitalWordsSpaces(""Python"")
     * ""Python""
     * > capitalWordsSpaces(""PythonProgrammingExamples"")
     * ""Python Programming Examples""
     * > capitalWordsSpaces(""GetReadyToBeCodingFreak"")
     * ""Get Ready To Be Coding Freak""
     */
    public static String capitalWordsSpaces(String str1) {
String str = """";
        for (int i = 0; i < str1.length(); i++) {
            if (Character.isUpperCase(str1.charAt(i))) {
                str += "" "" + Character.toUpperCase(str1.charAt(i));
            } else {
                str += str1.charAt(i);
            }
        }
        return str.trim();
    }
}","import re
def capital_words_spaces(str1):
  return re.sub(r""(\w)([A-Z])"", r""\1 \2"", str1)"
749, sort a given list of strings of numbers numerically.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class SortNumericStrings {
    /**
     * * Write a function to sort a given list of strings of numbers numerically.
     *
     * > sortNumericStrings([""4"", ""12"", ""45"", ""7"", ""0"", ""100"", ""200"", ""-12"", ""-500""])
     * [-500, -12, 0, 4, 7, 12, 45, 100, 200]
     * > sortNumericStrings([""2"", ""3"", ""8"", ""4"", ""7"", ""9"", ""8"", ""2"", ""6"", ""5"", ""1"", ""6"", ""1"", ""2"", ""3"", ""4"", ""6"", ""9"", ""1"", ""2""])
     * [1, 1, 1, 2, 2, 2, 2, 3, 3, 4, 4, 5, 6, 6, 6, 7, 8, 8, 9, 9]
     * > sortNumericStrings([""1"", ""3"", ""5"", ""7"", ""1"", ""3"", ""13"", ""15"", ""17"", ""5"", ""7 "", ""9"", ""1"", ""11""])
     * [1, 1, 1, 3, 3, 5, 5, 7, 7, 9, 11, 13, 15, 17]
     */
    public static List<Integer> sortNumericStrings(List<String> numsStr) {
List<Integer> res = new ArrayList<Integer>();
        for (int i = 0; i < numsStr.size(); i++) {
            int val = 0;
            if (numsStr.get(i).indexOf(' ') != -1) {
                val = Integer.parseInt(numsStr.get(i).split("" "")[0]);
            } else {
                val = Integer.parseInt(numsStr.get(i));
            }
            res.add(val);
        }
        Collections.sort(res);
        return res;
    }
}","def sort_numeric_strings(nums_str):
    result = [int(x) for x in nums_str]
    result.sort()
    return result"
750, add the given tuple to the given list.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class AddTuple {
    /**
     * * Write a function to add the given tuple to the given list.
     *
     * > addTuple([5, 6, 7], [9, 10])
     * [5, 6, 7, 9, 10]
     * > addTuple([6, 7, 8], [10, 11])
     * [6, 7, 8, 10, 11]
     * > addTuple([7, 8, 9], [11, 12])
     * [7, 8, 9, 11, 12]
     */
    public static List<Integer> addTuple(List<Integer> testList, List<Integer> testTup) {
List<Integer> res = new ArrayList<>();
        for (int i = 0; i < testList.size(); i++) {
            res.add(testList.get(i));
        }
        for (int i = 0; i < testTup.size(); i++) {
            res.add(testTup.get(i));
        }
        return res;
    }
}","def add_tuple(test_list, test_tup):
  test_list += test_tup
  return (test_list) "
751, check if the given list represents min heap or not.,"import java.io.*;
import java.lang.*;
import java.util.*;
import java.math.*;


class CheckMinHeap {
    /**
     * * Write a function to check if the given array represents min heap or not.
     *
     * > checkMinHeap([1, 2, 3, 4, 5, 6], 0)
     * true
     * > checkMinHeap([2, 3, 4, 5, 10, 15], 0)
     * true
     * > checkMinHeap([2, 10, 4, 5, 3, 15], 0)
     * false
     */
    public static Boolean checkMinHeap(List<Integer> arr, int i) {
int curMin = arr.get(i);
        // Find min size
        int size = arr.size();
        int start = curMin;
        while (curMin > 1) {
            if (size < arr.get(curMin - 1) || curMin + 1 > size) {
                return false;
            }
            curMin--;
        }
        return true;
    }
}","def check_min_heap(arr, i):
    if 2 * i + 2 > len(arr):
        return True
    left_child = (arr[i] <= arr[2 * i + 1]) and check_min_heap(arr, 2 * i + 1)
    right_child = (2 * i + 2 == len(arr)) or (arr[i] <= arr[2 * i + 2] 
                                      and check_min_heap(arr, 2 * i + 2))
    return left_child and right_child"
